,Diff.,N,Pl.,Punkte,Sp.,Tore,U,Unnamed: 1,Unnamed: 2,Verein,ss-u-n,ö
11,-7,4,12,11,9,08:15,2,,,Düsseldorf (A)  Fortuna Düsseldorf (A),3-2-4  3,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,oe
